filename,photo_id,date_taken,views,longitude,latitude,owner,accuracy
photo_63.jpg,beach,51194318212,2021-04-21 18:16:42,5905,0,0,191545066@N08,0
photo_64.jpg,beach,51150586416,2021-04-24 17:29:08,520,0,0,99170420@N03,0
photo_65.jpg,beach,51181799819,2021-05-14 13:49:31,284,0,0,59077316@N06,0
photo_66.jpg,beach,51183420125,2021-03-08 09:13:40,595,0,0,182447164@N02,0
photo_67.jpg,beach,51192163154,2021-05-15 05:45:08,199,0,0,136838873@N08,0
photo_68.jpg,beach,51207612492,2020-09-07 15:52:36,419,1.341527,52.920816,48779226@N00,16
photo_69.jpg,beach,51152076950,2021-04-18 09:05:25,765,0,0,161077960@N04,0
photo_70.jpg,beach,51208300616,2021-05-24 18:19:13,607,3.092441,51.308483,146420451@N08,16
photo_71.jpg,beach,51181009146,2021-05-14 13:51:47,282,0,0,59077316@N06,0
photo_72.jpg,beach,51190225371,2021-05-14 14:28:24,6929,0,0,59077316@N06,0
photo_73.jpg,beach,51208607771,2021-05-12 07:31:38,408,0,0,98357252@N06,0
photo_74.jpg,beach,51164101112,2020-10-18 05:46:38,523,0,0,42198684@N00,0
photo_75.jpg,beach,51197615958,2021-05-23 22:21:55,567,0,0,78307207@N04,0
photo_76.jpg,beach,51161158007,2025-04-30 10:35:13,175,0,0,56238201@N06,0
photo_77.jpg,beach,51157803425,2021-04-13 14:43:40,1347,0,0,137319556@N08,0
photo_78.jpg,beach,51192457010,2021-05-15 05:42:24,186,0,0,136838873@N08,0
photo_79.jpg,beach,51169174987,2019-04-23 07:50:10,369,0,0,141844983@N06,0
photo_80.jpg,beach,51198986759,2021-05-23 15:44:17,232,0,0,73916056@N04,0
photo_81.jpg,beach,51204349477,2018-09-18 19:06:47,11790,4.819693,53.161814,7659706@N05,14
photo_82.jpg,beach,51170426771,2021-05-10 13:39:17,496,0,0,150303845@N07,0
photo_83.jpg,beach,51172519853,2021-04-04 10:19:17,346,0,0,35918715@N08,0
photo_84.jpg,beach,51176426128,2021-04-19 19:46:06,434,0,0,129141380@N07,0
photo_85.jpg,beach,51163363259,2025-05-06 18:09:24,264,0,0,56238201@N06,0
photo_86.jpg,beach,51170394861,2021-05-10 13:40:31,418,0,0,150303845@N07,0
photo_87.jpg,beach,51188618632,2013-06-10 11:16:09,2162,0,0,10176571@N06,0
photo_88.jpg,beach,51189727560,2021-03-30 18:18:21,3171,15.237951,54.132598,137294100@N08,15
photo_89.jpg,beach,51159562768,2021-05-05 07:58:10,334,0,0,182773905@N04,0
photo_90.jpg,beach,51164378949,2021-04-26 12:05:37,868,0,0,13499964@N03,0
photo_91.jpg,beach,51156456141,2021-05-03 17:30:06,474,0,0,184707336@N04,0
photo_92.jpg,beach,51212935717,2021-05-30 12:25:41,281,0,0,93349399@N08,0
photo_93.jpg,beach,51197538751,2014-07-05 14:52:40,342,0,0,47457586@N08,0
photo_94.jpg,beach,51159751567,2021-05-05 17:19:33,582,0,0,192816954@N05,0
photo_95.jpg,beach,51165622713,2018-08-02 03:15:37,616,0,0,28770457@N03,0
photo_96.jpg,beach,51193180317,2021-04-27 22:08:37,5816,0,0,146886642@N02,0
photo_97.jpg,beach,51157774996,2021-04-23 19:41:02,450,0,0,129141380@N07,0
photo_98.jpg,beach,51203437217,2021-05-26 06:21:38,232,0,0,114120514@N04,0
photo_99.jpg,beach,51153048835,2021-04-05 14:20:54,1296,0,0,188444631@N05,0
photo_100.jpg,beach,51156198762,2021-05-03 23:36:02,68,0,0,191913465@N03,0
photo_101.jpg,beach,51160049831,2019-10-27 10:42:36,463,0,0,41066614@N05,0
photo_102.jpg,beach,51179096787,2020-08-21 05:06:16,2927,15.292164,54.147801,137294100@N08,16
photo_103.jpg,beach,51181226668,2021-05-14 14:21:12,196,0,0,59077316@N06,0
photo_104.jpg,beach,51176442184,2021-04-04 10:02:57,357,0,0,35918715@N08,0
photo_105.jpg,beach,51157950911,2021-05-04 15:20:38,310,0,0,62353850@N03,0
photo_106.jpg,beach,51202448721,2021-05-24 06:28:28,711,0,0,87832745@N06,0
photo_107.jpg,beach,51204210328,2014-07-13 11:51:10,1904,107.488743,21.109764,45919374@N08,16
photo_108.jpg,beach,51150818643,2021-04-24 17:29:24,401,0,0,99170420@N03,0
photo_109.jpg,beach,51177104336,2021-05-13 14:18:21,1206,0,0,163763573@N06,0
photo_110.jpg,beach,51191395126,2021-05-15 01:45:28,363,0,0,136838873@N08,0
photo_111.jpg,beach,51161639601,2021-05-06 08:36:40,45,-87.802212,42.181651,36092207@N02,16
photo_112.jpg,beach,51183271164,2021-04-07 17:22:20,1202,0,0,35129543@N08,0
photo_113.jpg,beach,51189519922,2021-05-14 14:04:46,257,0,0,59077316@N06,0
photo_114.jpg,beach,51181708517,2021-05-15 05:02:38,204,-86.327744,30.368929,22298775@N05,16
photo_115.jpg,beach,51172279381,2021-04-04 10:16:41,328,0,0,35918715@N08,0
photo_116.jpg,beach,51179636545,2021-05-11 09:27:23,291,-121.940023,36.623937,84263554@N00,16
photo_117.jpg,beach,51182099780,2021-05-14 14:01:48,217,0,0,59077316@N06,0
photo_118.jpg,beach,51156553719,2021-05-03 11:26:37,23,0,0,191864343@N06,0
photo_119.jpg,beach,51165894999,2021-04-22 09:36:20,266,5.329570,53.414033,59924487@N04,13
photo_120.jpg,beach,51196128432,2021-05-18 07:15:04,1300,0,0,192511952@N05,0
photo_121.jpg,beach,51172721969,2021-05-10 04:29:33,1641,0,0,46484616@N04,0
photo_122.jpg,beach,51163082051,2021-05-06 15:03:43,4550,0,0,63443245@N04,0
photo_123.jpg,beach,51173080240,2021-05-09 19:57:36,685,-5.114500,50.407649,9003948@N05,16
photo_124.jpg,beach,51160445229,2021-05-05 18:15:35,146,0,0,183186595@N02,0
photo_125.jpg,beach,51178284471,2017-01-24 15:30:17,8320,0,0,148402203@N02,0
photo_126.jpg,beach,51211322717,2021-05-29 15:48:41,215,0,0,192943441@N07,0
photo_127.jpg,beach,51158582826,2020-10-08 07:20:54,811,-81.014587,29.241991,164168629@N02,16
photo_128.jpg,beach,51213878343,2021-05-30 10:07:09,705,0,0,142632131@N08,0
photo_129.jpg,beach,51175629300,2021-05-06 03:59:34,457,1.737728,52.606310,72912842@N00,13
photo_130.jpg,beach,51181411143,2021-05-13 16:56:21,206,0,0,183953084@N06,0
photo_131.jpg,beach,51195255990,2021-05-14 13:52:10,236,0,0,59077316@N06,0
photo_132.jpg,beach,51194409883,2021-05-14 14:29:19,244,0,0,59077316@N06,0
photo_133.jpg,beach,51188603050,2021-05-15 16:53:22,331,0,0,191438887@N03,0
photo_134.jpg,beach,51176441889,2021-04-04 10:40:06,300,0,0,35918715@N08,0
photo_135.jpg,beach,51176419818,2021-05-10 12:48:07,208,0,0,38450804@N03,0
photo_136.jpg,beach,51191293190,2021-05-14 14:24:12,368,0,0,59077316@N06,0
photo_137.jpg,beach,51176745135,2021-04-04 09:38:16,211,0,0,35918715@N08,0
photo_138.jpg,beach,51162300004,2021-04-15 06:19:55,979,0,0,71419868@N00,0
photo_139.jpg,beach,51194034410,2017-02-12 13:05:19,6145,0,0,187130495@N08,0
photo_140.jpg,beach,51162739107,2021-05-07 07:01:23,60,0,0,192928125@N07,0
photo_141.jpg,beach,51200190947,2021-05-24 12:45:31,228,-2.053640,48.635599,7348497@N03,0
photo_142.jpg,beach,51211536113,2021-05-26 07:30:02,808,0,0,55198400@N05,0
photo_143.jpg,beach,51179926043,2021-05-14 22:50:12,2328,0,0,187145313@N05,0
photo_144.jpg,beach,51210238458,2021-04-18 08:44:02,723,0,0,7391010@N04,0
photo_145.jpg,beach,51174228872,2021-05-10 20:32:31,623,0,0,62353850@N03,0
photo_146.jpg,beach,51164022743,2021-04-09 10:29:46,517,0,0,78785859@N00,0
photo_147.jpg,beach,51197742913,2021-03-12 14:38:46,1218,0,0,35129543@N08,0
photo_148.jpg,beach,51198885444,2021-05-23 14:50:02,886,0,0,142632131@N08,0
photo_149.jpg,beach,51211732742,2021-05-28 17:35:04,470,0,0,190395134@N08,0
photo_150.jpg,beach,51156894424,2021-05-03 20:52:53,318,-3.457231,51.208953,88877070@N05,14
photo_151.jpg,beach,51153575585,2021-04-28 13:58:24,803,-72.398808,40.864967,40031899@N00,16
photo_152.jpg,beach,51182570982,2017-10-03 07:24:20,294,0,0,119567324@N05,0
photo_153.jpg,beach,51153278655,2021-05-01 14:26:34,157,-6.545276,57.057396,165921866@N06,13
photo_154.jpg,beach,51176310358,2021-04-29 14:00:52,583,0,0,91111838@N06,0
photo_155.jpg,beach,51208328456,2020-08-01 14:28:36,1537,0,0,17691620@N06,0
photo_156.jpg,beach,51209936979,2021-05-07 21:08:29,119,0,0,187583445@N06,0
photo_157.jpg,beach,51197766389,2021-05-23 01:45:10,841,0,0,163763573@N06,0
photo_158.jpg,beach,51172581878,2021-05-01 20:13:58,2686,0,0,17691620@N06,0
photo_159.jpg,beach,51154914673,2021-05-01 18:59:33,3920,0,0,17691620@N06,0
photo_160.jpg,beach,51198009686,2021-05-23 11:13:03,799,0,0,165245847@N08,0
photo_161.jpg,beach,51172279651,2021-04-04 10:16:26,194,0,0,35918715@N08,0
photo_162.jpg,beach,51194489773,2021-05-23 21:02:09,117,0,0,192853604@N03,0
photo_163.jpg,beach,51206720197,2021-05-28 07:42:10,261,0,0,116921603@N07,0
photo_164.jpg,beach,51153575775,2021-04-28 13:58:09,822,-72.399258,40.865105,40031899@N00,16
photo_165.jpg,beach,51212925301,2021-05-10 18:10:40,163,0,0,187583445@N06,0
photo_166.jpg,beach,51207180209,2021-04-17 13:45:59,1137,0,0,142432470@N06,0
photo_167.jpg,beach,51181799774,2021-05-14 13:58:10,254,0,0,59077316@N06,0
photo_168.jpg,beach,51197935816,2021-05-23 10:36:41,314,0,0,163978534@N08,0
photo_169.jpg,beach,51156787785,2016-05-14 11:14:56,1007,-4.297714,51.597334,51781227@N00,11
photo_170.jpg,beach,51174685234,2021-05-04 16:52:55,195,0,0,192510046@N03,0
photo_171.jpg,beach,51155969151,2020-09-17 15:55:55,472,0,0,41066614@N05,0
photo_172.jpg,beach,51187368115,2021-05-15 17:31:24,600,0,0,54042711@N08,0
photo_173.jpg,beach,51210039394,2021-05-28 14:16:06,219,0,0,70329242@N04,0
photo_174.jpg,beach,51156138561,2021-05-03 14:46:58,511,0,0,27143992@N00,0
photo_175.jpg,beach,51155009913,2021-05-03 02:17:23,1647,0,0,145821356@N03,0
photo_176.jpg,beach,51168782255,2021-04-29 15:14:03,443,0,0,41597157@N00,0
photo_177.jpg,beach,51186485630,2020-07-12 18:28:04,1176,0,0,27172428@N00,0
photo_178.jpg,beach,51158602562,2021-05-05 13:49:22,261,0,0,155425608@N06,0
photo_179.jpg,beach,51205216633,2020-06-19 04:28:48,603,0,0,160433795@N08,0
photo_180.jpg,beach,51208070918,2019-12-29 15:54:20,747,0,0,137319556@N08,0
photo_181.jpg,beach,51193770985,2019-06-16 15:42:26,6970,0,0,91550765@N06,0
photo_182.jpg,beach,51191164062,2021-05-20 11:40:55,201,0,0,93401414@N08,0
photo_183.jpg,beach,51208942750,2019-12-29 15:40:36,560,0,0,137319556@N08,0
photo_184.jpg,beach,51197897470,2021-04-28 18:28:53,6223,0,0,191545066@N08,0
photo_185.jpg,beach,51165208743,2021-04-18 08:19:20,892,0,0,7391010@N04,0
photo_186.jpg,beach,51208726111,2009-07-11 07:47:27,1053,0,0,46484428@N00,0
photo_187.jpg,beach,51167409108,2021-05-05 06:17:21,8570,1.720819,52.677506,72912842@N00,13
photo_188.jpg,beach,51190683252,2021-05-15 00:33:33,123,0,0,136838873@N08,0
photo_189.jpg,beach,51164922166,2020-05-26 15:48:00,848,0,0,16545611@N05,0
photo_190.jpg,beach,51153575855,2021-04-28 13:58:09,701,-72.399494,40.865032,40031899@N00,16
photo_191.jpg,beach,51165279775,2025-05-07 12:49:01,139,0,0,56238201@N06,0
photo_192.jpg,beach,51202555663,2019-12-22 12:17:56,649,0,0,125569843@N07,0
photo_193.jpg,beach,51188541609,2021-05-18 11:43:59,1668,0,0,164803223@N04,0
photo_194.jpg,beach,51193472951,2021-05-21 16:01:19,1626,0,0,92995518@N04,0
photo_195.jpg,beach,51181427408,2021-05-15 17:03:01,583,0,0,140963529@N06,0
photo_196.jpg,beach,51173952566,2021-05-07 11:02:35,769,2.934293,41.719857,15706818@N00,16
photo_197.jpg,beach,51179636279,2021-05-14 11:42:40,760,0,0,69663728@N05,0
photo_198.jpg,beach,51195255985,2021-05-14 13:58:10,175,0,0,59077316@N06,0
photo_199.jpg,beach,51165401715,2017-08-31 22:44:49,1343,0,0,184374196@N07,0
photo_200.jpg,beach,51160201180,2021-04-11 11:43:23,712,0,0,181797309@N08,0
photo_201.jpg,beach,51160538120,2021-05-04 18:13:12,1623,0,0,145224487@N07,0
photo_202.jpg,beach,51202515344,2021-05-06 19:47:27,1214,0,0,153407093@N07,0
photo_203.jpg,beach,51212390193,2021-05-29 13:16:15,191,0,0,62725049@N04,0
photo_204.jpg,beach,51187210093,2011-12-31 23:00:00,3459,0,0,145736113@N05,0
photo_205.jpg,beach,51173485259,2021-05-10 19:48:32,189,0,0,17898316@N00,0
photo_206.jpg,beach,51193159706,2021-05-06 20:21:09,161,0,0,32005138@N02,0
photo_207.jpg,beach,51205889990,2021-05-26 10:23:12,3238,0,0,163763573@N06,0
photo_208.jpg,beach,51151798222,2021-04-28 13:54:46,700,-72.399387,40.864983,40031899@N00,16
photo_209.jpg,beach,51210695176,2021-05-06 09:44:09,647,0,0,147641111@N08,0
photo_210.jpg,beach,51209696899,2021-05-28 13:48:30,1280,0,0,45895668@N05,0
photo_211.jpg,beach,51161822947,2021-05-06 07:08:26,1076,0,0,44574739@N04,0
photo_212.jpg,beach,51205372078,2021-05-26 15:30:42,381,0,0,143291392@N07,0
photo_213.jpg,beach,51196180876,2021-05-22 11:48:49,558,0,0,30725406@N00,0
photo_214.jpg,beach,51177900074,2021-05-03 17:28:45,1055,0,0,129544038@N04,0
photo_215.jpg,beach,51160819067,2021-05-06 10:30:17,146,0,0,49903616@N00,0
photo_216.jpg,beach,51207222899,2021-05-27 06:03:04,389,150.934467,-34.308561,193081436@N05,15
photo_217.jpg,beach,51213212150,2021-05-26 11:16:25,540,150.862975,-34.670589,193081436@N05,16
photo_218.jpg,beach,51211322667,2021-05-29 15:50:00,113,0,0,192943441@N07,0
photo_219.jpg,beach,51174543782,2021-03-15 16:43:55,1169,0,0,137271168@N02,0
photo_220.jpg,beach,51177267774,2021-05-13 08:33:33,659,0,0,7123958@N02,0
photo_221.jpg,beach,51183827536,2021-05-14 23:11:45,260,0,0,28649709@N05,0
photo_222.jpg,beach,51193140920,2017-09-14 14:12:31,301,-3.409581,54.358706,141446312@N05,14
photo_223.jpg,beach,51194431081,2016-04-30 15:34:36,1122,134.302805,35.589671,190306156@N07,16
photo_224.jpg,beach,51149532477,2020-02-01 02:40:59,3135,0,0,145736113@N05,0
photo_225.jpg,beach,51204134513,2021-05-25 17:56:34,367,0,0,34931770@N00,0
photo_226.jpg,beach,51152392856,2019-10-03 08:26:14,494,0,0,160454596@N03,0
photo_227.jpg,beach,51213816655,2021-04-20 12:54:59,1545,-80.121431,25.915213,58788429@N02,16
photo_228.jpg,beach,51164328783,2021-05-07 09:59:39,727,0,0,96553204@N00,0
photo_229.jpg,beach,51154829852,2021-05-01 09:41:26,72,0,0,61484471@N00,0
photo_230.jpg,beach,51204889273,2021-05-26 12:15:37,1131,0,0,189389128@N06,0
photo_231.jpg,beach,51189181863,2021-05-11 17:57:12,375,0,0,100461281@N04,0
photo_232.jpg,beach,51161035691,2021-05-06 10:20:21,2159,0,0,92995518@N04,0
photo_233.jpg,beach,51183574492,2021-05-15 16:51:46,649,0,0,77226681@N00,0
photo_234.jpg,beach,51175243960,2017-09-09 19:15:18,407,0,0,136967680@N06,0
photo_235.jpg,beach,51207120311,2021-05-23 06:10:12,452,0,0,115562909@N03,0
photo_236.jpg,beach,51208073738,2019-12-29 15:53:10,689,0,0,137319556@N08,0
photo_237.jpg,beach,51188269752,2014-05-25 11:30:36,136,-0.646820,38.089600,66369582@N05,14
photo_238.jpg,beach,51157715938,2021-05-04 17:19:50,1508,0,0,61427755@N08,0
photo_239.jpg,beach,51201501392,2021-05-24 17:54:08,1014,3.079505,51.302190,146420451@N08,0
photo_240.jpg,beach,51161244355,2021-02-25 10:30:33,317,-0.157075,53.906580,188595782@N05,16
photo_241.jpg,beach,51184340941,2021-05-13 16:26:41,325,0,0,100461281@N04,0
photo_242.jpg,beach,51168337855,2021-05-09 23:26:15,267,0,0,93547118@N08,0
photo_243.jpg,beach,51193367651,2021-05-21 07:01:13,4746,0,0,163763573@N06,0
photo_244.jpg,beach,51175453512,2021-05-06 12:06:23,650,0,0,74939715@N05,0
photo_245.jpg,beach,51191921980,2021-05-18 13:07:25,83,0,0,192255613@N06,0
photo_246.jpg,beach,51157093796,2021-05-04 12:41:01,178,0,0,130809862@N02,0
photo_247.jpg,beach,51196199453,2021-05-21 21:01:45,234,0,0,164024965@N07,0
photo_248.jpg,beach,51170645206,2021-05-10 12:16:49,2593,0,0,192894408@N05,0
photo_249.jpg,beach,51181435317,2021-05-12 14:33:13,626,0.772434,50.927961,34572250@N00,16
photo_250.jpg,beach,51188058670,2011-12-31 23:00:00,3148,0,0,145736113@N05,0
photo_251.jpg,beach,51206445931,2021-05-27 17:37:15,560,115.737490,-32.316904,152963277@N08,16
photo_252.jpg,beach,51153576295,2021-04-28 13:56:54,465,-72.399891,40.864878,40031899@N00,16
photo_253.jpg,beach,51187766984,2011-12-31 23:00:00,4049,0,0,145736113@N05,0
photo_254.jpg,beach,51174003109,2021-05-11 16:55:44,3020,0,0,145736113@N05,0
photo_255.jpg,beach,51180010963,2021-05-10 12:30:28,1249,-6.235138,53.672796,129731144@N06,16
photo_256.jpg,beach,51173203501,2021-05-11 16:55:36,7981,0,0,145736113@N05,0
photo_257.jpg,beach,51214192893,2021-05-29 12:00:37,288,0,0,192659522@N02,0
photo_258.jpg,beach,51186292552,2011-12-31 23:00:00,2714,0,0,145736113@N05,0
photo_259.jpg,beach,51187766054,2011-12-31 23:00:00,2728,0,0,145736113@N05,0
photo_260.jpg,beach,51174455677,2011-12-31 23:00:00,3594,0,0,145736113@N05,0
photo_261.jpg,beach,51158234907,2004-08-08 16:52:22,7507,-122.028311,36.952006,33989856@N04,16
photo_262.jpg,beach,51187209868,2011-12-31 23:00:00,3191,0,0,145736113@N05,0
photo_263.jpg,beach,51188942537,2021-05-19 09:47:45,707,0,0,153398673@N06,0
photo_264.jpg,beach,51212466888,2005-05-31 14:43:18,466,0,0,187992136@N03,0
photo_265.jpg,beach,51187209883,2011-12-31 23:00:00,2765,0,0,145736113@N05,0
photo_266.jpg,beach,51187766384,2011-12-31 23:00:00,2650,0,0,145736113@N05,0
photo_267.jpg,beach,51151573207,2021-05-02 07:58:06,346,-5.647691,54.395176,62260764@N05,16
photo_268.jpg,beach,51188059030,2011-12-31 23:00:00,2669,0,0,145736113@N05,0
photo_269.jpg,beach,51152073312,2021-04-12 14:45:55,1197,5.353216,53.419594,187539567@N04,14
photo_270.jpg,beach,51157147804,2011-06-07 10:43:21,383,0,0,151415949@N08,0
photo_271.jpg,beach,51213240918,2020-04-30 18:01:18,95,0,0,192989340@N02,0
photo_272.jpg,beach,51205407319,2020-12-22 17:07:03,456,0,0,167804567@N06,0
photo_273.jpg,beach,51204635444,2021-05-25 23:55:29,204,0,0,25514190@N00,0
photo_274.jpg,beach,51151175690,2010-12-24 22:22:09,3369,0,0,23445687@N02,0
photo_275.jpg,beach,51176223955,2011-12-31 23:00:00,3213,0,0,145736113@N05,0
photo_276.jpg,beach,51174455857,2011-12-31 23:00:00,3133,0,0,145736113@N05,0
photo_277.jpg,beach,51206934545,2021-04-26 03:06:20,65,0,0,44024425@N00,0
photo_278.jpg,beach,51183143423,2021-04-11 05:44:55,359,0,0,48695150@N06,0
photo_279.jpg,beach,51192163194,2021-05-15 05:21:32,164,0,0,136838873@N08,0
photo_280.jpg,beach,51186293202,2011-12-31 23:00:00,3078,0,0,145736113@N05,0
photo_281.jpg,beach,51186293192,2011-12-31 23:00:00,3087,0,0,145736113@N05,0
photo_282.jpg,beach,51157830682,2021-01-16 22:52:35,1588,0,0,23211709@N07,0
photo_283.jpg,beach,51186989111,2011-12-31 23:00:00,3072,0,0,145736113@N05,0
photo_284.jpg,beach,51181575124,2021-05-14 06:32:44,629,-3.091213,50.696287,42767052@N08,16
photo_285.jpg,beach,51188058315,2011-12-31 23:00:00,2632,0,0,145736113@N05,0
photo_286.jpg,beach,51186292592,2011-12-31 23:00:00,2596,0,0,145736113@N05,0
photo_287.jpg,beach,51175132131,2011-12-31 23:00:00,3202,0,0,145736113@N05,0
photo_288.jpg,beach,51186988826,2011-12-31 23:00:00,2635,0,0,145736113@N05,0
photo_289.jpg,beach,51157089574,2021-05-04 02:21:35,2222,0,0,192951266@N08,0
photo_290.jpg,beach,51174116334,2020-01-25 17:06:51,2746,-121.914662,36.420411,66926252@N07,16
photo_291.jpg,beach,51158011458,2021-05-04 11:33:36,1184,0,0,182347830@N08,0
photo_292.jpg,beach,51186988511,2011-12-31 23:00:00,2393,0,0,145736113@N05,0
photo_293.jpg,beach,51186988556,2011-12-31 23:00:00,2447,0,0,145736113@N05,0
photo_294.jpg,beach,51161244385,2021-02-25 10:28:41,303,-0.157495,53.907475,188595782@N05,16
photo_295.jpg,beach,51150439148,2020-02-01 02:40:47,3036,0,0,145736113@N05,0
photo_296.jpg,beach,51199158166,2021-05-18 10:27:12,860,0,0,27558040@N00,0
photo_297.jpg,beach,51153534614,2021-04-12 14:47:10,1080,0,0,187539567@N04,0
photo_298.jpg,beach,51195887542,2015-08-29 10:32:43,102,0,0,191945316@N03,0
photo_299.jpg,beach,51160826430,2021-05-04 15:09:03,1061,0,0,21826284@N06,0
